image_filename,final_country,final_city,final_place,date,description,transcription,reason,landmarks_identified,historical_record_uuid,,,,,,,,,,,,,
f4ab3dcb-24a5-5c6d-b222-51b160864d40.jpg,Italy,Trento,Via Belenzani,1900s,A vintage sepia-toned street view of an old European city labeled at the top with 'TRENTO' and 'Via Larga'. The scene shows a broad cobblestone street lined with multi-story historic buildings with arched windows and shutters. Horse-drawn carriages and several pedestrians in early 20th-century attire are visible along the street. The perspective looks down the length of Via Larga toward a distant building and tower.,"TRENTO
Via Larga","The words 'TRENTO' and 'Via Larga' are printed prominently, indicating the Italian city of Trento and the historic street Via Larga. The architecture, Italian language, and style of dress and horse-drawn vehicles suggest an early 20th-century European urban scene. The layout and printed caption strongly resemble typical tourist postcards from the 1900s era.",,e3be5351-5d2e-5365-abb4-b561c81b45ea,,,,,,,,,,,,,
f4ac470c-403d-580c-a970-1c08c4aa191a.jpg,Greece,Heraklion,"Koules Fortress (Rocca al Mare), Heraklion Venetian Harbor",1910s,"Sepia-toned vintage postcard showing a coastal harbor with stone fortifications extending into the sea. A large square fortress dominates the left side of the harbor entrance, with sailing masts and a long breakwater visible behind it. Calm water fills the foreground. Printed captions in French and Greek appear at the top, and a website watermark appears at the bottom right.","Vue ext. du port de Candie �?""Εξωτερική"" Άποψις του Λιμένος Ηρακλείου
www.elia.org.gr","The caption names the port as Candie, the former Venetian and older Western name for Heraklion on the island of Crete, and the Greek text explicitly mentions the port of Heraklion. The massive coastal fort at the harbor entrance with adjacent masts matches the Koules (Rocca al Mare) fortress at Heraklion’s Venetian Harbor. The sepia tone, print style, and bilingual French/Greek caption suggest an early 20th‑century postcard, likely around the 1910s. The long masonry mole and harbor infrastructure justify classifying it primarily as a fortress (castle_or_palace) with harbor works (bridge/others).",Koules Fortress (https://www.wikidata.org/wiki/Q603920),34ba0575-e3d5-5ed0-9be0-a8507b1f8973,,,,,,,,,,,,,
f4ac75e6-995f-5b49-aa61-3c9f86c7d486.jpg,Sweden,Sundsvall,Ankarsviks sågverk,1900s,"A monochrome (black‑and‑white) industrial scene showing a large sawmill complex by the water with timber logs laid out in long rows in the foreground. In the middle stands a long, light-colored factory building with many windows and a tall chimney emitting little or no smoke. Surrounding it are smaller wooden houses and industrial structures, with forested hills in the background. Printed captions in Swedish appear along the bottom margin of the image.","ANKARSVIKS SÅGVERK. SUNDSVALL.
Förlag: Ankarsviks Proviantförening.","The printed caption explicitly names “ANKARSVIKS SÅGVERK. SUNDSVALL.�?and the publisher “Ankarsviks Proviantförening,�?which are Swedish words (sågverk = sawmill, förening = association). Sundsvall is a known industrial city in Sweden, historically associated with sawmills and timber. The card design, typography, and monochrome printing suggest an early 20th‑century postcard, likely around the 1900s. The image depicts an industrial timber facility rather than any of the listed landmark types, so it best fits under 'others'.",,6e9f06fb-7f1f-5f42-8bf1-a9baa53bae84,,,,,,,,,,,,,
f4b2dd00-f01e-5c4a-a168-cc5837ad728b.jpg,Russia,Revel,Kulikovskaya 34,1910s,"The image shows a vintage postcard written in Russian, featuring a printed two-headed eagle (Imperial Russian coat of arms), postal marks, addresses written in cursive Cyrillic script, and a blue circular stamp with the word 'АРМИЯ' (army). The postcard appears official or military in nature and dated from the Russian Empire era.","ПОЧТОВАЯ КАРТОЧКА.
Гор. Ревель Остландск. губ.
1 Куликовская 34
Вилберг
На этой стороне пишется только адрес.
АРМИЯ ИЗЪ НАБ.","The Russian Imperial coat of arms, use of pre-revolutionary Cyrillic script, and military stamp suggest the postcard dates to the Russian Empire era. 'Ревель' (Revel) is the Russian name for Tallinn, now Estonia, but during the Imperial period was a Russian city. The marks and format are typical of early 20th-century Russian correspondence, likely from the 1910s given the military context (possibly World War I).",,510c0031-a0c4-547f-810f-33978791a67e,,,,,,,,,,,,,
f4b5d240-9718-594d-985e-82e844dd5bb8.jpg,Germany,Mainz,"Alice Haus (Carlo-Mierendorff-Str. 1e, Mainz-Gonsenheim)",1910s,"A monochrome historical postcard showing a large, multi‑storey building with steep tiled roofs, dormer windows and bay windows, set in a landscaped garden with young trees and shrubs. The architecture is early 20th‑century Central European, resembling a villa or institutional residence. At the top of the front side, printed text reads ""Aliceheim in Mainz.""",Aliceheim in Mainz.,"The printed caption explicitly states “Aliceheim in Mainz.�?Mainz is a well‑known city in Germany, so the postcard almost certainly originates from there. The German word order and spelling confirm a German context. The building appears to be a residential or institutional home (likely the ‘Aliceheim�?, not a church, palace, or government office, so it best fits the generic ‘others�?category. The sepia tone, paper texture, and early 20th‑century architectural style suggest production in the 1910s rather than later decades.",,c5ce09a8-9a4f-52a0-8697-48bf314f3f14,,,,,,,,,,,,,
f4b5ea5e-fcff-5845-98a6-4ad394fbea07.jpg,Croatia,Selce,Američka kolonija Selce,1920s,"Sepia-toned postcard showing a large, rectangular seaside building with several stories, balconies, and many windows, standing directly on a rocky shoreline with hills in the background. Calm water fills the foreground. At the bottom margin, cursive text identifies the view.",Selce. Amer Kolonija.,"The printed caption 'Selce. Amer Kolonija.' indicates the locality Selce and a building/complex called Amer(ička) Kolonija. Selce is a coastal town in present-day Croatia on the Adriatic. The architectural style of the large seaside sanatorium/colony building and the sepia printing with wide white borders resemble early 20th‑century Central European postcards, likely from the interwar period, hence the 1920s estimate.",,e129aa33-cba5-50df-94c1-a2cbd7eda890,,,,,,,,,,,,,
f4b891ba-fc64-5d2d-a0f3-692ef71681dd.jpg,Netherlands,Nijmegen,Sint-Nicolaaskapel (Valkhofkapel),1900s,"A black‑and‑white postcard showing an old brick octagonal chapel surrounded by trees. The building has narrow arched windows and a steep pyramidal roof on an upper tower section. At the bottom margin, the printed captions read ""Nijmegen"" on the left and ""Karolingische Kapel."" on the right.","Nijmegen
Karolingische Kapel.","The front layout, typography, and monochrome photo indicate an early 20th‑century postcard. The caption explicitly names Nijmegen and ‘Karolingische Kapel.�?This matches the Carolingian Chapel in the Valkhof park in Nijmegen, Netherlands, a small historic religious building. Hence the country, city, and place are inferred directly from the printed text and known landmark; the decade is estimated from the style and aging of the card.",,3e31bb9f-34f3-54ce-86a8-dbc0d03e3867,,,,,,,,,,,,,
f4ba69af-1741-5922-9767-32357357a9fb.jpg,Egypt,Alexandria,Pompey's Pillar,1920s,"The image features a sepia-toned photograph of a single, tall, ancient column standing on a large stone base. The scene includes some large agave plants in the foreground, a fence, and what appears to be tombs or ruins nearby. There is a tree on the right side and distant hills under a partly cloudy sky. The overall style and wear suggest it is an old postcard. The text 'www.elia.org.gr' is visible at the bottom.",www.elia.org.gr,"The column depicted is visually consistent with Pompey's Pillar, a famous Roman triumphal column in Alexandria, Egypt. The architectural style, the desert-like vegetation, and the presence of ruins support this identification. The sepia tone and print style are typical of early 20th-century postcards, and the watermark suggests the image is from a historical archive.", Pompey's Pillar (https://www.wikidata.org/wiki/Q492487),c3bcdf0a-73d9-5ed7-932e-4a01e2b32bcc,,,,,,,,,,,,,
f4bc8d01-7c53-57da-a345-7fd83acd4450.jpg,Romania,Călimănești,Defileul Oltului �?Masa lui Traian,1950s,"Black‑and‑white postcard showing a mountain gorge with the Olt River running between steep rocky, forested cliffs. A road with a concrete balustrade follows the river and a telegraph pole stands by the roadside. No text appears on the photo side; the reverse has Romanian writing, a Romanian stamp and postmarks.","CARTE POȘTALĂ
Editura Meridiane
DEFILEUL OLTULUI. Masa lui Traian
Foto: Benone Petrescu
C.P.C.S.
Lei 1
40 BANI / POSTA / R.P. ROMINA
HOREZU REG. ARGEȘ (postmark) 16.7.5?
BUCUREȘTI (postmark)

Drăguța Puica,
Din partea fetițelor și a mea cele mai sincere felicitări pentru finalul anului și o vacanță plăcută.
Salutări ...

D-nei Alice Ionescu
Str. Theodor Ștefănescu
Nr. 8, et. II
Raion T. Vladimirescu
București","The caption on the reverse explicitly names 'DEFILEUL OLTULUI. Masa lui Traian', a known section of the Olt River Gorge in Romania. The stamp reads 'R.P. ROMINA' and the postmark shows 'HOREZU REG. ARGEȘ', an administrative form used in the 1950s, fixing both the country and the likely mailing city and decade. The image matches the Olt Gorge road and cliffs.",,594337bf-2620-5849-a2e4-f866c23efe50,,,,,,,,,,,,,
f4bd90d1-da38-5d39-a90b-26dbac803519.jpg,Hungary,Pécs,Kisflórián utca,1930s,"A vintage Hungarian postcard. The front side shows a monochrome pencil drawing of a sloping street with small houses, tiled roofs and a distant view of two church towers on the skyline. The reverse side has printed Hungarian text identifying the scene, a green Hungarian postage stamp, cancellation mark, and handwritten Hungarian message and address lines.","PÉCS. Kisflórián-utcai részlet.
ifj. Nendtvich Andor ceruzarajza.
LEVELEZŐ-LAP
Nagys. Weichinger Károly
opl.-ib. tanár urnak
Budapest
IX. Kinizsi-u. 31.
Kiadja Taizs-nyomda. (Utánnyomás tilos.)","The printed Hungarian words 'PÉCS. Kisflórián-utcai részlet.' identify the city as Pécs and the street as Kisflórián utca. 'LEVELEZŐ-LAP' and the divided back layout indicate a postcard. The stamp says 'MAGYARORSZÁG' (Hungary). The style of the drawing, typography, and the address format, along with the visible handwritten date starting with 193 (likely 1931), suggest the postcard dates from the 1930s.","Pécsi Székesegyház (https://www.wikidata.org/wiki/Q723968), Belvárosi templom (https://www.wikidata.org/wiki/None)",eb4364e0-8b75-5c13-be9a-2fc79da5b65d,,,,,,,,,,,,,
f4c270fc-cfc0-51ef-ac71-9b4770ef1488.jpg,Germany,Meissen,Albrechtsburg Meissen,1900s,"A vintage black‑and‑white postcard depicting a riverside town dominated by a large hilltop castle complex with a round defensive tower and steep‑roofed buildings, as well as a tall church spire. Below the hill are smaller townhouses and a waterfront with moored boats on a broad river. Decorative red script at the bottom identifies the scene, and smaller printed text appears along the left margin and bottom edge.","Original-Aufnahme der Kgl. Pr. Messbildanstalt Berlin.
Meissen. Kgl. Albrechtsburg.
908 Brück & Sohn, Meissen.","The printed caption clearly states ""Meissen. Kgl. Albrechtsburg.,"" identifying the German town of Meissen and the Albrechtsburg castle. The publisher credit ""Brück & Sohn, Meissen"" and reference to the royal Prussian survey institute in Berlin situate it in Germany. The sepia tone, layout with large image on the left and blank space for message on the right, and typography suggest an early 20th‑century divided‑back era postcard, likely around the 1900s.","Albrechtsburg (https://www.wikidata.org/wiki/Q679009), Meissen Cathedral (https://www.wikidata.org/wiki/Q322853)",f7ed084c-8e00-5563-80f1-4fe9949b51fb,,,,,,,,,,,,,
f4c2f155-2260-5b11-9f9a-53c12fbee984.jpg,Romania,Mediaș,Trumpeter's Tower,1920s,"Sepia street view of a historic town with low, tiled-roof houses and shutters, a telegraph pole, and a square medieval-looking tower in the distance. The caption at top right reads ""Mediaș �?Mediasch."" The reverse is a Romanian postcard layout.","Mediaș �?Mediasch
România
Cartă Postală
G. A. Reissenberger, Verlags- und Sortimentsbuchhandlung, Mediasch �?Repr. interzisă Nr. 11. �?1925. Ilustrația, Gherla
E","The front caption gives the Romanian and German names for Mediaș, a Transylvanian town. The back states România and lists a Mediasch publisher with the year 1925, indicating a Romanian postcard from the 1920s showing a street scene with a prominent medieval tower.",,f0b032a6-4070-5366-9330-44ecf784443a,,,,,,,,,,,,,
f4c408cd-5e1c-5a8a-a67a-a9dc0760a364.jpg,Italy,Trento,Castello del Buonconsiglio,1900s,"Vintage tinted postcard showing a fortified castle with crenellated walls and round towers along a street with people gathered around a fountain in the foreground. Mountains rise in the background. Handwritten Italian text is overprinted across the sky, and printed captions in red identify the location and the publisher.","Trento.
Castello del Buon Consiglio.
Ed. Vierbicher, Milano. No. 407","The printed caption clearly names ‘Trento�?and ‘Castello del Buon Consiglio�? a well‑known historic castle in Trento, Italy. The publisher line ‘Ed. Vierbicher, Milano�?indicates Italian production. The divided‑back style, typography, and monochrome tinting are typical of early 20th‑century postcards, suggesting the 1900s. The image format and mailing notes confirm it is a postcard.",Castello del Buon Consiglio (https://www.wikidata.org/wiki/Q247451),b5006203-ca56-5eed-8855-ead092c3c799,,,,,,,,,,,,,
f4c53fed-392c-5488-bc6d-6245be0a42fd.jpg,Germany,Waldenburg,Schloss Waldenburg,1900s,"Black-and-white postcard showing a panoramic view of a German town with many tightly packed houses, church spires on the left, and a castle-like complex with towers and surrounding parkland on the right. In the lower part, a decorative frame with a laurel wreath and lyre emblem contains German text and a ribbon announcing a singers' festival in Waldenburg, Saxony, dated June 13�?4, 1908.","Das deutsche lied,
Sei unser Stolz,

West-Sächs. Sängerbund ""Canon"" Sängerfest Waldenburg Sachsen

Das freie Wort,
Sei unser Hort!

den 13. und 14. Juni 1908.

9862 Minna Klemm, Waldenburg.","The card explicitly mentions ""Waldenburg Sachsen"" and a date of 13.�?4. Juni 1908 for a Sängerfest of the West-Sächsischer Sängerbund, indicating Waldenburg in Saxony, Germany. The skyline with church spires and the large building with towers in a park matches historic views of Waldenburg Castle. The printed date places the card in the 1900s decade, and the format, typography, and publisher credit (Minna Klemm, Waldenburg) are typical of early 20th‑century German postcards.",Schloss Waldenburg (https://www.wikidata.org/wiki/Q2243945),c60cb29e-de5f-514b-b2de-e900cf80ca03,,,,,,,,,,,,,
f4ca6119-82a1-5ff7-b410-c7435bed56c5.jpg,Romania,Sinaia,Peleș Castle,1970s,"A multiview tourist postcard showing mountain resorts, hotels, alpine scenery and the famous Neo‑Renaissance Peleș Castle in the center image. The title on the front reads ""VALEA PRAHOVEI"" in red, indicating the Prahova Valley in the Carpathian Mountains of Romania. The reverse has Romanian handwriting, a red POSTA ROMANA 55 BANI stamp, and printed multilingual captions.","VALEA PRAHOVEI
VALEA PRAHOVEI
ROMANIA. The Prahova Valley
ROUMANIE. La Vallée de la Prahova
RUMÄNIEN. Das Prahovatal
РУМЪНИЯ. Долина Праховы
Lei 2
EDITURA MERIDIANE
ARTA GRAFICĂ
CARTE POȘTALĂ
POSTA ROMANA 55 BANI
Dragă Dănuțe
Am terminat școala cu bine, am luat premiul III cu media generală 9,30. Eu acum în vacanță, mă joc, mă plimb cu bicicleta. Tu ce mai faci? Eu și mama sîntem sănătoși.
Te sărut.
Toni
Elev Dobrinescu Dan
U.M. 0447 Str. Morarilor 3
Sector 3
BUCURESTI","The front title explicitly says “VALEA PRAHOVEI�?(Prahova Valley) in Romanian and the reverse has Romanian text, a POSTA ROMANA stamp, and multilingual captioning common to Romanian tourist cards. The central image is Peleș Castle, located in Sinaia in the Prahova Valley. The card’s color palette, collage layout, price printed as “Lei 2,�?and a 55‑bani stamp are characteristic of Romanian tourist postcards from the 1970s.",Peleș Castle (https://www.wikidata.org/wiki/Q917702),b4a41611-f70f-5ce6-bae5-9f21969abf98,,,,,,,,,,,,,
f4cc778c-e859-55e6-acfc-f99ca4e23f3e.jpg,Sweden,Mölltorp,Mölltorp Church,1900s,"A black‑and‑white view of a small rural church with a tall, slender wooden spire and steep roof, surrounded by leafless trees and a low wooden fence made of rough horizontal rails. A large crowd of people in dark, old‑fashioned clothing stands along the fence and by a road in the foreground. In the distance, there is a glimpse of open countryside or water. The overall appearance suggests an early photographic postcard of a village church in a northern European setting.",,"The image has the format and style of an early 20th‑century photographic postcard: monochrome, slightly faded, with a documentary village scene. The church architecture—with a tall, narrow wooden spire, simple whitewashed walls, and surrounding split‑rail fence—strongly resembles traditional rural Lutheran churches in Sweden or other Nordic countries. The crowd’s clothing suggests the turn of the 20th century (long dark coats, hats, women in long skirts). Among the Nordic countries, the split‑rail fencing and the specific look of the church and landscape are particularly characteristic of rural Sweden, so Sweden and the 1900s decade are a plausible bold speculation, though the exact locality and church name cannot be determined from the image alone.",,a477f557-145d-50f7-8fb6-54a8f21dee97,,,,,,,,,,,,,
f4cc8c8a-fa85-5d34-b32d-1363962eacea.jpg,Sweden,Stöde,Edsta kyrka,1910s,"The postcard shows a black-and-white photograph of a rural village landscape with fields, spotted houses, a bridge, and a church featuring a tall steeple. The foreground contains trees, while the background consists of a forested hill. The printed text at the top identifies the location as 'Stöde Edsta.' The reverse side displays handwritten correspondence in Swedish, an address, and a green postage stamp canceled in 1913.","Stöde Edsta. 
CARTE POSTALE 
UNION POSTALE UNIVERSELLE 
BREVKORT - CORRESPONDENZKARTE - BREFKORT POS.KARTE - Открытое письмо - POST CARD 
Fru Karin Andersson (fanjunkars fr. Andersson) Ramnhed Stor Tuna 
Foto. Nanny Koskinen.","The text prominently names 'Stöde Edsta', and the handwriting and address are in Swedish, indicating Swedish origin. The visible church steeple and rural landscape with a bridge suggest a small Swedish village, with the church being the main landmark (Edsta kyrka in Stöde). The stamp is dated 1913, suggesting the 1910s era.",,635e654c-d64a-5a7a-8cd4-6f987040e738,,,,,,,,,,,,,
f4d319fd-2e56-5814-928a-f0faab990b63.jpg,Germany,Bautzen,"Lauenturm, Ortenburg, and Reichenturm, Bautzen",1910s,"Black‑and‑white panoramic view of a historic European town taken from fields in the foreground. A tall factory chimney and a large mill or industrial building sit at the left, while above them rise medieval stone fortifications and several prominent towers. Notable are a round defensive tower on the right along the city wall, another large circular tower with a conical roof to the left, and multiple church spires and steeples dominating the skyline. Dense old-town houses cluster around the fortifications. There is no visible printed or handwritten text on the image side.",,"The photograph shows a fortified hill town with distinctive towers and a mix of medieval and early industrial architecture characteristic of central Europe. The skyline closely matches Bautzen in Saxony, Germany: the tall round watchtower on the right resembles the Reichenturm, one of the most leaning medieval towers north of the Alps; the massive complex on the hill with church and walls aligns with the Ortenburg castle area; and the circular tower with a conical roof on the left matches Bautzen’s water or defensive towers. The presence of an early 20th‑century factory with chimney below the old town suggests a period around the 1910s, consistent with common postcard views of German cities from that era.",Ortenburg Castle (https://www.wikidata.org/wiki/Q1255971),0ee528f7-5d61-51be-a313-abd273a7663a,,,,,,,,,,,,,
f4d3df17-6212-535e-b858-d4125991ace9.jpg,Germany,Frankenberg (Sachsen),"Lützeltal-Viadukt (Lützeltal Viaduct), Lützeltal",1910s,"Colorized view from a wooded path with a rustic railing and a bench, looking toward a multi-arch viaduct spanning a forested valley at sunset. A printed caption in German appears at the bottom.",Im Zschopautale bei Frankenberg.,"The caption is German and reads 'Im Zschopautale bei Frankenberg,' which points to the Zschopau Valley near Frankenberg in Saxony. The scene shows a characteristic early 20th‑century arched viaduct in a wooded valley, and the tinted photochrom style with cursive caption suggests a postcard from the 1910s.",,3dd1cf34-9145-572c-92a4-4bec71902ca4,,,,,,,,,,,,,
f4d495fa-7649-5323-84df-421555b45fee.jpg,Latvia,Riga,,1920s,"Sepia-toned portrait of a person in traditional or theatrical costume holding a zither-like string instrument, standing indoors against a plain wall. The clothing includes a decorated tunic, sash, loose trousers, boots, and a cap. Printed text appears in the lower left corner of the image.","A. LIBCATS-REBANE
op. ""Sadko""","The format, borders, and sepia tone indicate an early 20th‑century photographic postcard. The text at lower left is in Latin script and uses the surname form “Libcats- Rebane,�?which appears Baltic; ‘Rebane�?is common in Estonia while ‘Libcats�?fits Latvian orthography. The added abbreviation ‘op.�?and the title ‘Sadko�?point to an operatic role from Rimsky-Korsakov’s opera ‘Sadko,�?widely performed in that period. Latvia’s capital Riga was a major regional centre for such productions and photo-postcards of performers. The costume and instrument match the traditional/folkloric style used in ‘Sadko.�?The overall clothing style, paper quality, and print type suggest the 1920s era, though the exact year and exact venue are not stated, and the postcard does not depict a specific landmark, so ‘others�?is chosen as the type.",,f26ed8d7-283b-5ffc-91d6-aba0c6c0611a,,,,,,,,,,,,,
f4d505e0-e059-58ec-9e25-7a9bd8ec8585.jpg,Germany,Lunzenau,Muldenbrücke Lunzenau (Bridge over the Zwickauer Mulde River),1910s,"A vintage black‑and‑white (sepia-toned) postcard view of a small European town with a river in the foreground spanned by an arched bridge. Traditional multi‑story houses line the riverside, and a church with a tall, slender steeple rises above the rooftops on the left. In the background are tree‑covered hills with scattered villas. The caption at the bottom center reads ""Lunzenau (Mulde)"".",Lunzenau (Mulde),"The bottom caption explicitly names “Lunzenau (Mulde)�? Lunzenau is a town in Saxony, Germany, situated on the Zwickauer Mulde River, which matches the river and bridge depicted. The architectural style (church steeple, townhouses) is typical of early 20th‑century small German towns. The sepia tone, border style, and print type resemble German postcards from the 1900�?920 period, so the 1910s is a plausible estimate.",,84febaed-88c3-5cf1-85e2-7f6092fb4dc9,,,,,,,,,,,,,
f4d5e5ad-8cec-56ac-8dd4-1858f798aa12.jpg,Norway,Folldal,Folldal Verk (Taubane fra Nordre gruve),1950s,"A black‑and‑white postcard showing a mountainous, forested landscape with a mining ropeway (aerial tramway) in the foreground. Wooden support towers carry cables with suspended ore buckets moving along the line. Below, scattered buildings and mining structures sit on a rocky slope, with wide hills and valleys in the distance. White caption text is printed along the bottom edge of the image.","10-52. Folldal Verk. Taubana fra Nordre gruve
Enerett Fot. Rønning, Grimstu
MINØ.28952","The printed caption is in Norwegian and mentions “Folldal Verk�?and “Nordre gruve�?(Northern mine), which are part of the historic copper mining works at Folldal in Norway. The photographer credit 'Rønning, Grimstu' also appears Norwegian. The mining ropeway and buildings match mid�?0th‑century industrial infrastructure, and the item number format (10�?2) suggests a 1950s postcard series.",,658b31d2-c081-5b4f-a42f-60835700a27e,,,,,,,,,,,,,
f4d7c002-42ee-553c-8f64-359cbef633f9.jpg,Romania,Mediaș,Turnul Forkesch (Forkesch Tower),1960s,"Black‑and‑white postcard showing a medieval gate tower with a steep shingled roof and wooden gallery, forming an arched passage through the old town fortifications. A small roundabout, 1960s streetlights, trees and wrought‑iron fencing frame the view; historic houses stand beside the tower. The reverse has Romanian handwriting, a blue address, a Romanian stamp (POSTA ROMANA, 40 B, depicting Pioneers), and overlapping postmarks of Mediaș and București dated 15.10.1968. Printed credits include Editura Meridiane and the photographer Al. Florescu.","POSTA ROMANA
40 B
BUCURESTI
MEDIAS
15.10.68
Editura Meridiane
MEDIAS
Foto: Al. Florescu
C.P.C.S.
Lei 1
D-na Joana (Ioana) Ionescu
str. Cîmpina 41 ap. 1
Raion 30 Dec.
București",The back is entirely in Romanian and bears a Romanian stamp marked POSTA ROMANA with cancellation rings reading MEDIAS and BUCURESTI dated 15.10.1968. The printed caption on the card says MEDIAS and credits a Romanian publisher (Editura Meridiane) and photographer. The front image shows a fortified Saxon-style gate tower typical of Mediaș. The postmark date places the card in the 1960s.,,6ad85bfe-a296-5fce-b0fa-ec3d92fd7d6a,,,,,,,,,,,,,
f4e74d5d-f93b-5277-b029-ac5a25857a30.jpg,Netherlands,Nijmegen,"Waal river (seen from Lent), Stevenskerk (St. Stephen's Church), Gierpont (Chain ferry)",1900s,"Colorized vintage postcard view over a river toward a European town with many gabled houses and several prominent church towers. In the foreground are boats and a pontoon-style bridge or jetty extending across the water. The lower margin contains printed Dutch text and the place name, with a handwritten signature at the bottom right.","Nymegen
Zegt niet dat ge Nymegen kent
Wanneer ge het niet zaagt van de zÿde van Lent
19153 Uitgave J. H. L. Wildenbeest
Anton Treur","The printed caption clearly states 'Nymegen', an older spelling of Nijmegen, and the poem below is in Dutch, indicating the Netherlands. The riverside townscape with church towers and an early pontoon bridge matches historical views of Nijmegen seen from the village of Lent across the Waal River. The publisher credit, style of typography, and colorized lithographic appearance suggest an early 20th‑century postcard, likely from the 1900s.",,8926874a-3042-5509-b040-aba3547af4df,,,,,,,,,,,,,
f4ea67ed-9c9a-5619-88ed-ca6c434b0c57.jpg,Austria,Vienna,Maria-Theresien-Platz (Naturhistorisches Museum Wien and Maria-Theresien-Denkmal),1920s,"Vintage black‑and‑white postcard showing the exterior of the Naturhistorisches Museum in Vienna. In the foreground is an ornate fountain with sculpted figures and water jets; behind it stands the large equestrian monument to Empress Maria Theresa, and the grand museum façade stretches across the background. Printed caption text appears at the top of the image in German.",220.. WIEN.. Naturhistorisches Museum mit Denkmal der Kaiserin Maria Theresia,"The printed caption explicitly names Vienna (Wien), the Naturhistorisches Museum, and the monument to Empress Maria Theresa, all located on Maria-Theresien-Platz in Vienna, Austria. The sepia tone, border style, and typography suggest an early 20th‑century production, likely around the 1920s. The large museum building functions as a national institution (government-related), while the prominent statue is a well-known public monument.",,2170f07f-1f86-517f-8deb-992d407fa586,,,,,,,,,,,,,
f4ec0b87-c2b3-5dec-917c-d284f9f1fc50.jpg,Sweden,Vretstorp,,1950s,"A black‑and‑white aerial photograph of a small European town surrounded by fields and forest. The foreground shows cultivated farmland bordered by a line of tall deciduous trees. Behind the fields lies a compact settlement of detached houses, mostly wooden or stuccoed buildings with gabled roofs, some painted light colors. There is a slightly larger central building complex that might be a church, school, or community hall. The town is embedded in a heavily forested landscape, with straight rural roads and scattered farm structures. There is no visible printed title or caption on the image side.",,"The monochrome aerial style and building architecture suggest a mid�?0th‑century European rural landscape. The mixture of wooden houses, simple stuccoed dwellings, extensive coniferous forest, and well‑ordered fields are characteristic of Nordic small towns. The straight roads, spacing of houses, and lack of dense urban structures resemble Finnish countryside settlements commonly seen on historical Finnish postcards, particularly from the 1940s�?960s. However, there are no clear unique monuments or legible signs to pinpoint a specific city or exact location, so those fields remain null.",,bce947d9-5430-544f-b142-b923080faa9d,,,,,,,,,,,,,
f4f3a5a7-2565-5e17-b8d2-d3a8ef4039d6.jpg,Czech Republic,Karlovy Vary,Svatošské skály (Hans-Heiling-Felsen),1930s,"Black‑and‑white landscape postcard showing a river flowing through a narrow valley bordered by steep rocky cliffs on the right and dense conifer forest on both sides. A small path runs along the river at the base of the cliffs, and a few buildings are visible among the trees on the left foreground. The scene is mountainous and heavily wooded. Printed caption text appears in the lower margin.",Hans Heiling b. Karlsbad,"The printed German caption identifies the place as “Hans Heiling near Karlsbad.�?Hans-Heiling-Felsen (now Svatošské skály) is a well-known rock formation on the Ohře River near Karlovy Vary (German: Karlsbad) in present-day Czech Republic. The style, monochrome printing, and caption format resemble Central European tourist postcards from the interwar period, especially the 1930s.",,52aea0a2-325c-5b8c-a0bb-e9fab11ae972,,,,,,,,,,,,,
f4f9f8db-7e49-52e3-949c-35a170ed9566.jpg,Bulgaria,Varna,Park-Museum of the Battle of Friendship 1444 'Vladislav Varnenchik',1960s,"The front of the postcard shows a modernist white building with geometric patterned windows, wide steps leading to the entrance, and a surrounding landscape featuring mature trees and greenery. The back contains multilingual text in Bulgarian, French, German, and English describing the site as the museum building of the 'Park-Museum of Combat Friendship 1444' in Varna, Bulgaria. There are also stamps, a red handwritten date, and printed details.","ВАРНА - VARNA
Парк-музей на бойната дружба 1444 г. - музейната сграда
Parc-musée de l'Amitié de combat 1444 - le bâtiment de musée
Park - Museum der Kampffreundschaft 1444 - das Museumgebäude
НАРОДНА БИБЛИОТЕКА - ВАРНА
8/11/69
Акп-2522/10 ст.","Multilingual text on the reverse specifies 'VARNA', 'Park-Museum of Combat Friendship 1444', and details in several languages. The building’s modernist style and the year stamp '69' (interpreted as 1969) suggest a 1960s postcard from socialist-era Bulgaria.",,ee42e1ab-0446-557d-8377-310277ce4c0e,,,,,,,,,,,,,
f4ff503b-bf93-5bae-b4fd-d404f91d6fce.jpg,Germany,Bad Pyrmont,Kurhausterrasse,1920s,"The front of the postcard shows a sepia-toned photograph of a well-manicured park or garden with balustrade staircases, flower beds, decorative shrubbery, and a prominent music pavilion or bandstand. There are people strolling or standing in the park, and large trees dominate the background. The top of the postcard has printed German text reading 'Bad Pyrmont, Vor der Kurhausterrasse'. The back of the postcard features dense handwritten German text, an address, and a stamp from 'Deutsches Reich' with a postmark dated 15.6.24. A logo for 'Museum im Schloss Bad Pyrmont' is also present.","Bad Pyrmont, Vor der Kurhausterrasse
Museum im Schloss Bad Pyrmont
Fräulein Hildegard Brauns
Goslar a/Harz

(plus dense handwritten text in German, and partial print: Verlag: Hamburger Engros-Lager Georg Bland, Bad Pyrmont)
DEUTSCHES REICH","The front explicitly says 'Bad Pyrmont' and 'Kurhausterrasse', which are German place names. The stamp and address confirm German origin. The sepia tone, style of clothing, and script, along with the postmark year 1924, all suggest the 1920s. The image features a prominent garden/park area with a music pavilion, typical of spa towns like Bad Pyrmont.",,13082e0e-7193-5894-961c-22a11b3be875,,,,,,,,,,,,,
